session_id,facility_id,facility_name,county,mentor_id,provider_id,provider_cadre,session_date,session_type,scenario,steps_expected,steps_done_correctly,teamwork_score,communication_score,guideline_adherence_score,overall_competence_level,followup_required,followup_type
S00189,F017,F017 Facility,Kisumu,M011,P033,nurse_midwife,2024-09-18,bedside_coaching,routine_delivery,14,12,2,3,5,advanced,False,none
S00190,F017,F017 Facility,Kiambu,M018,P112,clinical_officer,2024-09-01,simulation_drill,PPH,8,7,2,5,2,advanced,False,none
S00191,F021,F021 Facility,Murang'a,M017,P016,clinical_officer,2025-03-09,simulation_drill,eclampsia,8,7,3,4,4,advanced,False,none
S00192,F030,F030 Facility,Kiambu,M015,P060,clinical_officer,2024-04-10,bedside_coaching,PPH,9,4,2,5,4,beginner,True,repeat_drill
S00193,F010,F010 Facility,Machakos,M014,P101,nurse_midwife,2024-03-03,bedside_coaching,eclampsia,12,8,4,5,5,intermediate,True,none
S00194,F011,F011 Facility,Busia,M009,P039,clinical_officer,2025-07-12,bedside_coaching,sepsis,9,6,4,2,5,intermediate,True,none
S00195,F003,F003 Facility,Kakamega,M009,P004,nurse_midwife,2024-12-08,bedside_coaching,neonatal_resuscitation,8,6,4,5,3,intermediate,True,none
S00196,F021,F021 Facility,Kisumu,M012,P032,clinical_officer,2024-08-10,CME_session,PPH,10,5,5,5,5,beginner,True,repeat_drill
S00197,F024,F024 Facility,Bungoma,M005,P109,clinical_officer,2024-10-31,simulation_drill,PPH,15,11,3,2,4,intermediate,True,none
S00198,F016,F016 Facility,Busia,M018,P009,nurse_midwife,2024-05-14,bedside_coaching,neonatal_resuscitation,8,6,2,5,5,intermediate,True,none
S00199,F018,F018 Facility,Murang'a,M002,P087,clinical_officer,2025-06-07,simulation_drill,PPH,14,8,3,3,5,beginner,True,repeat_drill
S00200,F004,F004 Facility,Bungoma,M020,P083,nurse_midwife,2025-01-01,simulation_drill,sepsis,14,6,2,2,5,beginner,True,repeat_drill
S00201,F021,F021 Facility,Busia,M011,P065,nurse_midwife,2024-07-27,simulation_drill,sepsis,10,8,2,3,4,intermediate,True,none
S00202,F021,F021 Facility,Kakamega,M003,P086,nurse_midwife,2024-08-06,simulation_drill,eclampsia,10,7,2,2,3,intermediate,True,none
S00203,F011,F011 Facility,Murang'a,M013,P061,clinical_officer,2024-01-18,bedside_coaching,PPH,8,7,4,3,3,advanced,False,none
S00204,F004,F004 Facility,Kiambu,M017,P029,clinical_officer,2025-02-28,simulation_drill,routine_delivery,13,11,5,4,3,intermediate,True,none
S00205,F022,F022 Facility,Kiambu,M008,P031,clinical_officer,2024-10-21,CME_session,eclampsia,16,10,2,4,3,intermediate,True,none
S00206,F027,F027 Facility,Bungoma,M015,P097,nurse_midwife,2025-01-22,bedside_coaching,eclampsia,12,8,3,2,3,intermediate,True,none
S00207,F005,F005 Facility,Machakos,M017,P006,clinical_officer,2024-01-04,simulation_drill,routine_delivery,9,9,3,2,4,advanced,False,none
S00208,F011,F011 Facility,Busia,M003,P115,nurse_midwife,2025-01-11,simulation_drill,eclampsia,12,12,2,3,3,advanced,False,none
S00209,F010,F010 Facility,Nairobi,M003,P076,clinical_officer,2024-09-29,CME_session,neonatal_resuscitation,9,9,4,5,5,advanced,False,none
S00210,F024,F024 Facility,Bungoma,M007,P053,clinical_officer,2024-04-15,simulation_drill,sepsis,14,7,2,3,2,beginner,True,repeat_drill
S00211,F008,F008 Facility,Kakamega,M009,P016,clinical_officer,2024-12-14,bedside_coaching,neonatal_resuscitation,13,13,3,3,2,advanced,False,none
S00212,F002,F002 Facility,Machakos,M005,P030,clinical_officer,2024-04-03,bedside_coaching,sepsis,10,6,4,3,3,intermediate,True,none
S00213,F022,F022 Facility,Murang'a,M020,P080,clinical_officer,2024-06-12,simulation_drill,PPH,13,7,2,4,3,beginner,True,repeat_drill
S00214,F020,F020 Facility,Machakos,M019,P028,nurse_midwife,2025-03-07,bedside_coaching,sepsis,15,6,4,3,2,beginner,True,repeat_drill
S00215,F021,F021 Facility,Kiambu,M008,P010,nurse_midwife,2024-03-20,simulation_drill,routine_delivery,9,9,2,2,4,advanced,False,none
S00216,F013,F013 Facility,Nairobi,M002,P040,clinical_officer,2025-01-31,bedside_coaching,routine_delivery,8,5,5,4,2,intermediate,True,none
S00217,F001,F001 Facility,Murang'a,M007,P061,nurse_midwife,2024-05-18,bedside_coaching,routine_delivery,16,14,3,3,2,advanced,False,none
S00218,F006,F006 Facility,Kisumu,M009,P068,nurse_midwife,2025-05-18,bedside_coaching,routine_delivery,11,6,5,4,5,beginner,True,repeat_drill
S00219,F016,F016 Facility,Bungoma,M019,P046,nurse_midwife,2025-07-21,CME_session,PPH,13,8,4,5,3,intermediate,True,none
S00220,F025,F025 Facility,Kiambu,M008,P034,clinical_officer,2024-09-24,CME_session,PPH,10,7,2,5,2,intermediate,True,none
S00221,F024,F024 Facility,Kakamega,M004,P072,nurse_midwife,2024-05-28,simulation_drill,eclampsia,15,14,4,4,4,advanced,False,none
S00222,F009,F009 Facility,Busia,M017,P046,clinical_officer,2024-11-13,bedside_coaching,neonatal_resuscitation,12,9,2,4,3,intermediate,True,none
S00223,F004,F004 Facility,Kisumu,M019,P012,clinical_officer,2024-05-15,bedside_coaching,PPH,15,8,5,2,3,beginner,True,repeat_drill
S00224,F007,F007 Facility,Kiambu,M005,P057,clinical_officer,2024-10-15,CME_session,sepsis,12,7,2,3,3,beginner,True,repeat_drill
S00225,F024,F024 Facility,Kisumu,M005,P115,clinical_officer,2025-08-07,simulation_drill,eclampsia,13,9,5,3,2,intermediate,True,none
S00226,F027,F027 Facility,Bungoma,M007,P008,clinical_officer,2025-07-29,simulation_drill,eclampsia,15,13,3,4,5,advanced,False,none
S00227,F018,F018 Facility,Bungoma,M016,P044,nurse_midwife,2025-07-30,simulation_drill,routine_delivery,10,6,2,3,3,intermediate,True,none
S00228,F017,F017 Facility,Kiambu,M011,P002,clinical_officer,2024-08-29,CME_session,routine_delivery,16,9,4,4,4,beginner,True,repeat_drill
S00229,F001,F001 Facility,Kisumu,M004,P045,nurse_midwife,2024-03-29,bedside_coaching,sepsis,8,7,3,5,4,advanced,False,none
S00230,F013,F013 Facility,Bungoma,M013,P119,nurse_midwife,2025-04-18,CME_session,eclampsia,10,5,4,3,2,beginner,True,repeat_drill
S00231,F029,F029 Facility,Kakamega,M014,P112,clinical_officer,2024-03-26,CME_session,neonatal_resuscitation,12,11,5,4,3,advanced,False,none
S00232,F021,F021 Facility,Nairobi,M013,P096,nurse_midwife,2024-09-06,CME_session,neonatal_resuscitation,9,7,4,4,4,intermediate,True,none
S00233,F011,F011 Facility,Nairobi,M005,P018,nurse_midwife,2025-06-17,CME_session,routine_delivery,9,7,4,2,3,intermediate,True,none
S00234,F003,F003 Facility,Machakos,M008,P008,nurse_midwife,2024-01-25,CME_session,eclampsia,8,7,3,3,2,advanced,False,none
S00235,F006,F006 Facility,Kakamega,M014,P118,clinical_officer,2024-02-16,CME_session,sepsis,9,8,3,3,3,advanced,False,none
S00236,F013,F013 Facility,Bungoma,M001,P086,nurse_midwife,2025-05-07,bedside_coaching,eclampsia,15,8,4,4,5,beginner,True,repeat_drill
S00237,F006,F006 Facility,Kisumu,M004,P019,nurse_midwife,2024-08-10,bedside_coaching,neonatal_resuscitation,13,6,3,2,2,beginner,True,repeat_drill
S00238,F006,F006 Facility,Kisumu,M007,P056,clinical_officer,2025-02-02,bedside_coaching,routine_delivery,11,8,3,5,2,intermediate,True,none
S00239,F014,F014 Facility,Busia,M010,P003,nurse_midwife,2024-03-29,bedside_coaching,routine_delivery,13,11,3,3,2,intermediate,True,none
S00240,F003,F003 Facility,Kakamega,M001,P114,clinical_officer,2025-01-18,bedside_coaching,eclampsia,13,11,3,2,5,intermediate,True,none
S00241,F026,F026 Facility,Kisumu,M005,P050,clinical_officer,2025-01-11,simulation_drill,neonatal_resuscitation,13,9,3,5,2,intermediate,True,none
S00242,F015,F015 Facility,Machakos,M010,P101,nurse_midwife,2025-08-16,simulation_drill,routine_delivery,10,10,5,5,2,advanced,False,none
S00243,F004,F004 Facility,Nairobi,M006,P068,clinical_officer,2024-10-18,bedside_coaching,eclampsia,14,11,2,4,3,intermediate,True,none
S00244,F022,F022 Facility,Murang'a,M004,P056,nurse_midwife,2025-03-31,simulation_drill,sepsis,14,6,3,5,4,beginner,True,repeat_drill
S00245,F023,F023 Facility,Machakos,M012,P007,nurse_midwife,2024-10-27,simulation_drill,sepsis,8,6,3,5,5,intermediate,True,none
S00246,F024,F024 Facility,Kiambu,M012,P075,nurse_midwife,2024-12-22,CME_session,PPH,8,7,4,4,3,advanced,False,none
S00247,F029,F029 Facility,Kakamega,M010,P082,nurse_midwife,2024-11-11,simulation_drill,neonatal_resuscitation,16,13,5,2,4,intermediate,True,none
S00248,F001,F001 Facility,Busia,M003,P042,clinical_officer,2024-06-13,simulation_drill,routine_delivery,15,14,2,3,5,advanced,False,none
S00249,F021,F021 Facility,Nairobi,M017,P037,nurse_midwife,2024-11-11,CME_session,sepsis,9,9,5,3,3,advanced,False,none
S00250,F001,F001 Facility,Kakamega,M010,P014,clinical_officer,2025-08-13,simulation_drill,routine_delivery,15,13,4,3,5,advanced,False,none
S00251,F029,F029 Facility,Bungoma,M004,P056,clinical_officer,2024-09-04,bedside_coaching,neonatal_resuscitation,15,12,5,5,5,intermediate,True,none
S00252,F018,F018 Facility,Kisumu,M015,P013,clinical_officer,2024-10-30,simulation_drill,sepsis,14,9,2,2,2,intermediate,True,none
S00253,F013,F013 Facility,Kisumu,M003,P116,clinical_officer,2024-04-30,bedside_coaching,routine_delivery,13,7,5,4,5,beginner,True,repeat_drill
S00254,F018,F018 Facility,Machakos,M008,P035,nurse_midwife,2024-06-26,bedside_coaching,PPH,13,12,2,2,2,advanced,False,none
S00255,F001,F001 Facility,Machakos,M004,P101,clinical_officer,2025-08-08,CME_session,PPH,16,12,4,2,2,intermediate,True,none
S00256,F003,F003 Facility,Kiambu,M015,P104,clinical_officer,2025-04-23,bedside_coaching,routine_delivery,10,4,2,4,5,beginner,True,repeat_drill
S00257,F019,F019 Facility,Bungoma,M007,P100,nurse_midwife,2024-07-09,CME_session,PPH,9,6,3,4,4,intermediate,True,none
S00258,F026,F026 Facility,Machakos,M001,P066,nurse_midwife,2025-05-25,simulation_drill,routine_delivery,12,11,3,5,4,advanced,False,none
S00259,F015,F015 Facility,Kakamega,M010,P021,clinical_officer,2024-10-08,simulation_drill,neonatal_resuscitation,11,9,5,2,3,intermediate,True,none
S00260,F013,F013 Facility,Kiambu,M013,P056,nurse_midwife,2024-01-02,bedside_coaching,eclampsia,13,9,5,3,3,intermediate,True,none
S00261,F026,F026 Facility,Murang'a,M017,P113,clinical_officer,2024-09-03,simulation_drill,neonatal_resuscitation,9,7,4,4,3,intermediate,True,none
S00262,F019,F019 Facility,Busia,M006,P073,nurse_midwife,2024-07-24,CME_session,neonatal_resuscitation,13,6,5,2,3,beginner,True,repeat_drill
S00263,F018,F018 Facility,Kakamega,M015,P067,nurse_midwife,2025-03-05,CME_session,eclampsia,12,4,5,4,4,beginner,True,repeat_drill
S00264,F004,F004 Facility,Kakamega,M009,P037,clinical_officer,2024-11-30,simulation_drill,neonatal_resuscitation,15,13,3,5,3,advanced,False,none
S00265,F013,F013 Facility,Nairobi,M005,P032,nurse_midwife,2024-01-12,CME_session,PPH,14,6,2,3,5,beginner,True,repeat_drill
S00266,F018,F018 Facility,Nairobi,M018,P018,clinical_officer,2025-03-08,bedside_coaching,neonatal_resuscitation,14,13,3,2,3,advanced,False,none
S00267,F005,F005 Facility,Machakos,M017,P071,nurse_midwife,2025-02-12,CME_session,PPH,10,4,3,4,3,beginner,True,repeat_drill
S00268,F025,F025 Facility,Machakos,M016,P019,nurse_midwife,2024-11-08,bedside_coaching,eclampsia,10,5,4,2,5,beginner,True,repeat_drill
S00269,F028,F028 Facility,Nairobi,M017,P120,nurse_midwife,2024-09-17,CME_session,routine_delivery,16,9,4,3,3,beginner,True,repeat_drill
S00270,F007,F007 Facility,Murang'a,M010,P055,clinical_officer,2024-05-02,CME_session,routine_delivery,10,7,5,2,2,intermediate,True,none
S00271,F017,F017 Facility,Kiambu,M005,P120,nurse_midwife,2024-09-02,CME_session,eclampsia,16,10,5,4,3,intermediate,True,none
S00272,F003,F003 Facility,Kakamega,M009,P058,nurse_midwife,2024-06-07,bedside_coaching,PPH,13,10,2,4,5,intermediate,True,none
S00273,F026,F026 Facility,Kakamega,M011,P079,clinical_officer,2024-07-24,simulation_drill,eclampsia,12,5,5,4,4,beginner,True,repeat_drill
S00274,F021,F021 Facility,Nairobi,M009,P109,nurse_midwife,2024-05-28,CME_session,PPH,16,8,2,5,2,beginner,True,repeat_drill
S00275,F027,F027 Facility,Murang'a,M016,P032,clinical_officer,2025-01-25,bedside_coaching,neonatal_resuscitation,8,7,4,5,5,advanced,False,none
S00276,F003,F003 Facility,Kisumu,M008,P043,nurse_midwife,2025-05-28,simulation_drill,sepsis,15,7,2,3,3,beginner,True,repeat_drill
S00277,F018,F018 Facility,Kakamega,M020,P094,clinical_officer,2025-04-14,bedside_coaching,PPH,8,6,3,5,2,intermediate,True,none
S00278,F005,F005 Facility,Nairobi,M013,P020,clinical_officer,2025-07-07,simulation_drill,routine_delivery,15,15,4,3,3,advanced,False,none
S00279,F009,F009 Facility,Machakos,M004,P112,clinical_officer,2024-09-08,bedside_coaching,eclampsia,15,10,2,2,5,intermediate,True,none
S00280,F028,F028 Facility,Nairobi,M011,P082,clinical_officer,2024-12-06,CME_session,sepsis,9,5,5,5,4,beginner,True,repeat_drill
S00281,F016,F016 Facility,Murang'a,M014,P059,clinical_officer,2024-10-31,bedside_coaching,routine_delivery,13,5,2,5,2,beginner,True,repeat_drill
S00282,F023,F023 Facility,Bungoma,M017,P007,nurse_midwife,2024-01-19,simulation_drill,neonatal_resuscitation,15,13,3,3,2,advanced,False,none
S00283,F030,F030 Facility,Nairobi,M010,P016,clinical_officer,2024-05-03,bedside_coaching,neonatal_resuscitation,16,7,2,3,3,beginner,True,repeat_drill
S00284,F002,F002 Facility,Murang'a,M012,P035,nurse_midwife,2024-04-17,simulation_drill,sepsis,16,4,3,2,3,beginner,True,repeat_drill
S00285,F030,F030 Facility,Kisumu,M017,P081,nurse_midwife,2025-07-08,bedside_coaching,neonatal_resuscitation,8,7,5,3,3,advanced,False,none
S00286,F023,F023 Facility,Machakos,M002,P080,nurse_midwife,2025-06-18,simulation_drill,routine_delivery,10,9,5,3,2,advanced,False,none
S00287,F021,F021 Facility,Nairobi,M009,P055,clinical_officer,2025-07-29,bedside_coaching,eclampsia,14,6,2,3,2,beginner,True,repeat_drill
S00288,F028,F028 Facility,Bungoma,M013,P062,nurse_midwife,2025-04-23,CME_session,sepsis,9,8,5,4,4,advanced,False,none
S00289,F027,F027 Facility,Kakamega,M012,P011,nurse_midwife,2024-04-18,bedside_coaching,neonatal_resuscitation,9,6,3,5,3,intermediate,True,none
S00290,F011,F011 Facility,Kisumu,M004,P065,nurse_midwife,2025-06-22,bedside_coaching,eclampsia,15,7,4,4,3,beginner,True,repeat_drill
S00291,F028,F028 Facility,Murang'a,M016,P119,nurse_midwife,2025-05-11,CME_session,neonatal_resuscitation,8,4,3,2,4,beginner,True,repeat_drill
S00292,F027,F027 Facility,Machakos,M003,P111,nurse_midwife,2024-09-29,simulation_drill,neonatal_resuscitation,15,6,2,5,5,beginner,True,repeat_drill
S00293,F028,F028 Facility,Murang'a,M015,P057,clinical_officer,2025-08-19,bedside_coaching,eclampsia,16,7,5,5,5,beginner,True,repeat_drill
S00294,F004,F004 Facility,Kakamega,M007,P090,clinical_officer,2025-02-07,CME_session,neonatal_resuscitation,14,5,5,4,2,beginner,True,repeat_drill
S00295,F020,F020 Facility,Bungoma,M018,P056,clinical_officer,2024-04-06,bedside_coaching,neonatal_resuscitation,16,8,5,3,3,beginner,True,repeat_drill
S00296,F019,F019 Facility,Kiambu,M013,P099,nurse_midwife,2024-11-29,simulation_drill,routine_delivery,15,11,2,2,2,intermediate,True,none
S00297,F026,F026 Facility,Nairobi,M016,P070,nurse_midwife,2024-04-29,CME_session,eclampsia,8,5,5,3,5,intermediate,True,none
S00298,F021,F021 Facility,Kakamega,M002,P027,nurse_midwife,2024-07-09,bedside_coaching,PPH,9,9,2,3,3,advanced,False,none
S00299,F020,F020 Facility,Machakos,M010,P112,clinical_officer,2024-09-28,CME_session,neonatal_resuscitation,10,8,4,4,5,intermediate,True,none
S00300,F006,F006 Facility,Busia,M020,P108,nurse_midwife,2024-10-24,bedside_coaching,sepsis,16,13,5,2,5,intermediate,True,none
S00301,F010,F010 Facility,Nairobi,M013,P058,clinical_officer,2024-05-08,simulation_drill,sepsis,14,12,2,3,5,advanced,False,none
S00302,F014,F014 Facility,Machakos,M003,P106,nurse_midwife,2024-11-20,CME_session,routine_delivery,11,8,3,2,5,intermediate,True,none
S00303,F017,F017 Facility,Busia,M006,P065,nurse_midwife,2024-06-29,simulation_drill,eclampsia,8,6,5,3,4,intermediate,True,none
S00304,F026,F026 Facility,Kiambu,M003,P005,nurse_midwife,2025-02-02,simulation_drill,eclampsia,13,11,4,2,3,intermediate,True,none
S00305,F007,F007 Facility,Kisumu,M010,P038,nurse_midwife,2025-05-13,CME_session,eclampsia,14,8,3,4,2,beginner,True,repeat_drill
S00306,F024,F024 Facility,Kiambu,M005,P008,nurse_midwife,2024-09-28,simulation_drill,eclampsia,10,8,2,2,3,intermediate,True,none
S00307,F017,F017 Facility,Kiambu,M020,P051,clinical_officer,2025-03-17,CME_session,sepsis,10,7,3,2,3,intermediate,True,none
S00308,F004,F004 Facility,Busia,M009,P007,nurse_midwife,2025-05-01,bedside_coaching,PPH,10,10,3,5,5,advanced,False,none
S00309,F029,F029 Facility,Kakamega,M004,P092,clinical_officer,2025-05-21,CME_session,routine_delivery,16,6,2,4,4,beginner,True,repeat_drill
S00310,F003,F003 Facility,Machakos,M009,P080,clinical_officer,2024-12-24,simulation_drill,routine_delivery,8,8,4,2,4,advanced,False,none
S00311,F002,F002 Facility,Kisumu,M012,P082,nurse_midwife,2024-09-15,simulation_drill,PPH,14,13,2,5,4,advanced,False,none
S00312,F028,F028 Facility,Machakos,M020,P080,clinical_officer,2024-06-17,simulation_drill,neonatal_resuscitation,16,13,5,4,2,intermediate,True,none
S00313,F005,F005 Facility,Machakos,M004,P085,nurse_midwife,2024-07-08,bedside_coaching,eclampsia,13,9,4,4,4,intermediate,True,none
S00314,F022,F022 Facility,Kisumu,M001,P058,clinical_officer,2025-07-12,simulation_drill,neonatal_resuscitation,13,4,4,5,5,beginner,True,repeat_drill
S00315,F015,F015 Facility,Machakos,M015,P086,clinical_officer,2025-06-16,simulation_drill,routine_delivery,11,9,2,5,4,intermediate,True,none
S00316,F029,F029 Facility,Kiambu,M001,P052,clinical_officer,2024-07-04,bedside_coaching,sepsis,14,9,4,2,2,intermediate,True,none
S00317,F015,F015 Facility,Murang'a,M020,P093,nurse_midwife,2025-05-26,bedside_coaching,neonatal_resuscitation,15,6,2,3,5,beginner,True,repeat_drill
S00318,F003,F003 Facility,Kakamega,M001,P087,nurse_midwife,2024-03-22,CME_session,neonatal_resuscitation,13,9,5,4,2,intermediate,True,none
S00319,F022,F022 Facility,Kisumu,M010,P010,clinical_officer,2025-08-07,simulation_drill,eclampsia,16,10,3,4,5,intermediate,True,none
S00320,F002,F002 Facility,Machakos,M012,P116,nurse_midwife,2024-03-24,CME_session,sepsis,10,8,4,5,3,intermediate,True,none
S00321,F014,F014 Facility,Murang'a,M018,P033,clinical_officer,2024-02-04,bedside_coaching,PPH,16,5,4,3,4,beginner,True,repeat_drill
S00322,F022,F022 Facility,Kiambu,M007,P011,clinical_officer,2024-06-13,bedside_coaching,PPH,15,11,2,4,4,intermediate,True,none
S00323,F013,F013 Facility,Murang'a,M019,P051,nurse_midwife,2024-07-02,bedside_coaching,neonatal_resuscitation,9,7,2,5,4,intermediate,True,none
S00324,F011,F011 Facility,Kisumu,M020,P086,clinical_officer,2025-07-05,CME_session,PPH,11,9,5,5,2,intermediate,True,none
S00325,F020,F020 Facility,Bungoma,M019,P071,clinical_officer,2024-10-19,CME_session,neonatal_resuscitation,13,5,5,3,3,beginner,True,repeat_drill
S00326,F003,F003 Facility,Busia,M010,P041,clinical_officer,2024-10-19,bedside_coaching,sepsis,15,13,2,5,2,advanced,False,none
S00327,F017,F017 Facility,Kisumu,M018,P102,clinical_officer,2025-02-28,bedside_coaching,eclampsia,13,8,3,5,4,intermediate,True,none
S00328,F010,F010 Facility,Kiambu,M012,P020,clinical_officer,2025-04-09,simulation_drill,PPH,9,7,4,5,3,intermediate,True,none
S00329,F013,F013 Facility,Bungoma,M002,P106,clinical_officer,2024-05-08,bedside_coaching,routine_delivery,16,7,3,2,2,beginner,True,repeat_drill
S00330,F018,F018 Facility,Kisumu,M004,P055,clinical_officer,2025-02-22,simulation_drill,sepsis,12,7,5,4,3,beginner,True,repeat_drill
S00331,F028,F028 Facility,Machakos,M011,P089,nurse_midwife,2025-06-11,CME_session,eclampsia,11,8,3,3,2,intermediate,True,none
S00332,F009,F009 Facility,Murang'a,M017,P042,nurse_midwife,2025-05-28,CME_session,eclampsia,10,7,2,5,5,intermediate,True,none
S00333,F014,F014 Facility,Kisumu,M020,P058,nurse_midwife,2024-02-05,CME_session,PPH,11,7,2,3,2,intermediate,True,none
S00334,F001,F001 Facility,Nairobi,M014,P052,clinical_officer,2024-04-02,bedside_coaching,routine_delivery,8,4,2,5,4,beginner,True,repeat_drill
S00335,F010,F010 Facility,Kiambu,M016,P100,clinical_officer,2024-12-19,simulation_drill,eclampsia,14,7,4,3,4,beginner,True,repeat_drill
S00336,F002,F002 Facility,Kiambu,M004,P047,nurse_midwife,2025-01-12,simulation_drill,sepsis,10,7,4,3,5,intermediate,True,none
S00337,F003,F003 Facility,Busia,M013,P022,clinical_officer,2024-05-19,CME_session,eclampsia,14,10,3,2,2,intermediate,True,none
